x,y,ciudad
-25.091976230527507,90.14286128198324,Ciudad1
46.39878836228101,19.73169683940732,Ciudad2
-68.79627191151269,-68.80109593275947,Ciudad3
-88.3832775663601,73.23522915498702,Ciudad4
20.223002348641756,41.61451555920911,Ciudad5
-95.88310114083951,93.98197043239887,Ciudad6
66.48852816008434,-57.53217786434477,Ciudad7
-63.635006558579875,-63.31909802931324,Ciudad8
-39.15155140809246,4.951286326447573,Ciudad9
-13.610996271576852,-41.754171960391616,Ciudad10
22.370578944475895,-72.10122786959164,Ciudad11
-41.57107029295637,-26.727631341261656,Ciudad12
-8.786003156592813,57.03519227860272,Ciudad13
-60.06524356832805,2.8468876827223255,Ciudad14
18.482913772408494,-90.70991745600045,Ciudad15
-57.2812878702661,94.6311307685927,Ciudad16
71.66595738448524,6.7570643819267815,Ciudad17
-13.108281802175554,-62.56148669915127,Ciudad18
-42.34480400883653,25.433466217918735,Ciudad19
-28.858825696833293,45.89108287433635,Ciudad20
11.39764665361838,88.47799062452967,Ciudad21
-69.29087339567096,79.24511857720123,Ciudad22
-64.39306580855136,18.852503575537185,Ciudad23
