x,y,ciudad
39.293837119572316,-42.772133009924104,Ciudad1
-54.62970928715938,10.262953816578246,Ciudad2
43.89379395711262,-15.378707975107801,Ciudad3
96.1528396769231,36.965947716972664,Ciudad4
-3.813619703127813,-21.576496361169887,Ciudad5
-31.364396769826115,45.80994147680832,Ciudad6
-12.285551064075122,-88.06442067808634,Ciudad7
-20.391148933913712,47.599081146407144,Ciudad8
-63.5016539093,-64.90964877050149,Ciudad9
6.310274768367677,6.365517419373219,Ciudad10
26.880191710264214,69.88635881555791,Ciudad11
44.891064972127054,22.20470213551657,Ciudad12
44.4886765140443,-35.408217229364354,Ciudad13
-27.642268875537184,-54.34735382420888,Ciudad14
-41.25719072223413,26.195224770897553,Ciudad15
-81.57901201098497,-13.259765464094357,Ciudad16
-13.827447334071238,-1.2629804699387535,Ciudad17
-14.833941940834407,-37.54775540550695,Ciudad18
-14.729738607438364,78.67783262342695,Ciudad19
88.83200364077592,0.3673351768673143,Ciudad20
