x,y,ciudad
-35.333035688989284,-53.95057794315357,Ciudad1
58.75577395444574,24.883936142389445,Ciudad2
95.08209338344616,51.777178125094224,Ciudad3
-97.87599000627247,-95.05460722750543,Ciudad4
-77.79199880126954,7.6298750459785225,Ciudad5
-90.90853297764893,10.314069258320345,Ciudad6
45.67300914615021,-40.32432697533801,Ciudad7
46.623044607093306,28.105136197493636,Ciudad8
-55.878058615506475,-74.57662313175271,Ciudad9
-34.505365247183704,-17.011347791857133,Ciudad10
-72.4204288193308,18.23535758711037,Ciudad11
-25.899968193791878,19.185109702174245,Ciudad12
57.36983330951816,69.28797609795632,Ciudad13
0.09540809924088478,82.13209101972043,Ciudad14
-1.343338449672828,70.37289945014186,Ciudad15
64.28231431552885,-57.08398045329983,Ciudad16
-61.31725711832918,-73.08462678267242,Ciudad17
60.1669214004601,53.827121532201744,Ciudad18
-57.46838310657767,52.04239085736236,Ciudad19
48.126114723224845,72.57322644307666,Ciudad20
-9.041876413231336,29.54878492343059,Ciudad21
-34.28176234956982,18.447708958504847,Ciudad22
-39.953208989825704,14.303124889876244,Ciudad23
-53.62715627021797,58.00423693592617,Ciudad24
11.130558187500839,-20.720911950082808,Ciudad25
-74.22243013314056,77.77251528679179,Ciudad26
43.9227617800849,-1.8502241759572797,Ciudad27
-94.62642582384197,52.964591531367034,Ciudad28
12.001952105477727,54.43623442912704,Ciudad29
-60.22735915855684,85.86507985506105,Ciudad30
56.81537670668334,5.624425058955978,Ciudad31
-58.04838297130823,36.70092211165641,Ciudad32
80.34706715864652,19.762145336881247,Ciudad33
-95.12921197508474,-22.545210044525476,Ciudad34
4.170619935093839,76.79594582636992,Ciudad35
-63.53132077864829,-1.8690778370637133,Ciudad36
94.18752875752108,6.620000676441123,Ciudad37
-45.15682335962274,65.2006164410266,Ciudad38
-78.72890169325424,-16.591522215067897,Ciudad39
18.91955210415989,-28.456978776703522,Ciudad40
